1741550 98997 99137 99033 99091 99111 1003.01 
1741560 98999 99130 99033 99094 99111 1003.01 
1741570 99006 99137 99036 99088 99103 1003.01 
1741580 98995 99135 99035 99089 99106 1003.01 
1741590 99001 99132 99033 99093 99105 1003.01 
1741600 98995 99137 99036 99092 99103 1003.01 
1741610 99000 99132 99035 99093 99099 1003.01 
1741620 98996 99137 99035 99094 99110 1003.01 
1741630 99001 99143 99034 99095 99104 1003.01 
1741640 98999 99135 99036 99091 99103 1003.01 
1741650 99000 99138 99036 99088 99103 1003.01 
1741660 98994 99144 99039 99094 99104 1003.01 
1741670 99000 99139 99038 99088 99103 1004.02 
1741680 98996 99141 99034 99100 99111 1003.01 
1741690 98998 99139 99040 99091 99103 1003.01 
1741700 99001 99130 99028 99088 99111 1003.01 
1741710 98994 99137 99035 99100 99106 1003.01 
1741720 98997 99138 99034 99089 99109 1003.01 
1741730 98999 99135 99029 99096 99104 1003.01 
1741740 98998 99131 99028 99094 99105 1003.01 
1741750 98999 99132 99040 99092 99110 1003.01 
1741760 99000 99134 99040 99091 99102 1004.02 
1741770 98992 99134 99040 99092 99106 1004.02 
1741780 99007 99143 99037 99094 99098 1003.01 
1741790 99000 99134 99034 99088 99103 1003.01 
1741800 99004 99132 99031 99087 99101 1003.01 
1741810 98996 99138 99032 99092 99109 1003.01 
1741820 99002 99135 99039 99091 99105 1003.01 
1741830 98994 99136 99035 99099 99111 1003.01 
1741840 99001 99135 99030 99094 99109 1003.01 
1741850 98994 99131 99029 99094 99099 1003.01 
1741860 98999 99130 99033 99098 99106 1003.01 
1741870 99000 99138 99040 99095 99106 1001.00 
1741880 99001 99135 99041 99092 99110 1003.01 
1741890 99000 99135 99035 99094 99102 1003.01 
1741900 98994 99132 99041 99088 99104 1003.01 
1741910 99001 99134 99039 99093 99106 1003.01 
1741920 98995 99134 99035 99092 99105 1003.01 
1741930 98994 99135 99043 99088 99104 1003.01 
1741940 98994 99137 99034 99092 99099 1003.01 
1741950 98997 99137 99031 99095 99107 1003.01 
1741960 99004 99134 99036 99096 99105 1003.01 
1741970 99004 99133 99040 99093 99098 1003.01 
1741980 98994 99134 99030 99089 99106 1003.01 
1741990 98998 99138 99037 99089 99102 1003.01 
1742000 99001 99137 99038 99089 99103 1003.01 
1742010 99002 99138 99035 99092 99103 1003.01 
1742020 98994 99139 99034 99096 99106 1003.01 
1742030 99003 99132 99030 99096 99106 1003.01 
1742040 99000 99135 99034 99093 99103 1003.01 
1742050 98999 99134 99043 99092 99103 1003.01 
1742060 98995 99137 99037 99092 99104 1003.01 
1742070 99001 99127 99034 99088 99098 1003.01 
1742080 98993 99129 99033 99089 99115 1003.01 
1742090 99005 99140 99036 99089 99105 1003.01 
1742100 99005 99130 99033 99091 99099 1003.01 
1742110 98999 99134 99036 99095 99103 1003.01 
1742120 99002 99137 99034 99088 99097 1003.01 
1742130 98996 99135 99035 99093 99101 1003.01 
1742140 99001 99138 99029 99087 99105 1003.01 
1742150 99000 99131 99033 99087 99103 1003.01 
1742160 99000 99134 99030 99090 99104 1003.01 
1742170 99006 99138 99034 99095 99105 1003.01 
1742180 98998 99135 99035 99094 99110 1003.01 
1742190 98992 99137 99030 99092 99109 1003.01 
1742200 99000 99131 99034 99089 99102 1003.01 
1742210 98999 99139 99037 99093 99107 1003.01 
1742220 99001 99133 99036 99089 99106 1003.01 
1742230 98996 99131 99034 99103 99110 1003.01 
1742240 98997 99131 99035 99089 99102 1003.01 
1742250 99001 99135 99035 99092 99103 1003.01 
1742260 99002 99132 99035 99092 99111 1003.01 
1742270 99000 99131 99037 99092 99105 1003.01 
1742280 99001 99138 99036 99091 99107 1004.02 
1742290 99001 99135 99035 99087 99104 1003.01 
1742300 98995 99131 99036 99092 99107 1003.01 
1742310 98996 99132 99036 99098 99106 1003.01 
1742320 98999 99141 99035 99092 99111 1003.01 
1742330 99005 99132 99037 99086 99105 1003.01 
1742340 99000 99130 99031 99093 99105 1003.01 
1742350 98994 99131 99038 99094 99107 1003.01 
1742360 98997 99130 99030 99093 99109 1003.01 
1742370 99002 99138 99036 99090 99105 1003.01 
1742380 98995 99135 99033 99093 99102 1003.01 
1742390 99000 99135 99036 99095 99106 1003.01 
1742400 99001 99137 99037 99086 99098 1004.02 
1742410 98996 99134 99041 99089 99104 1003.01 
1742420 99000 99130 99028 99095 99105 1003.01 
1742430 98996 99140 99034 99093 99100 1003.01 
1742440 98997 99132 99029 99089 99100 1003.01 
1742450 98996 99138 99036 99094 99107 1003.01 
1742460 99006 99136 99037 99091 99102 1003.01 
1742470 98999 99135 99040 99095 99102 1003.01 
1742480 98995 99136 99029 99096 99099 1004.02 
1742490 99000 99138 99030 99093 99110 1003.01 
1742500 98991 99137 99030 99096 99105 1003.01 
1742510 99000 99130 99038 99089 99100 1003.01 
1742520 98996 99137 99030 99099 99106 1003.01 
1742530 98996 99129 99037 99100 99098 1003.01 
1742540 98993 99130 99040 99088 99108 1003.01 
1742550 99007 99138 99040 99095 99104 1003.01 
1742560 98996 99134 99034 99086 99104 1003.01 
1742570 98999 99134 99036 99092 99102 1003.01 
1742580 98997 99135 99035 99091 99103 1003.01 
1742590 98995 99136 99029 99089 99106 1003.01 
1742600 98997 99138 99033 99095 99108 1003.01 
1742610 99001 99134 99034 99092 99100 1003.01 
1742620 99006 99131 99036 99088 99110 1003.01 
1742630 98993 99128 99038 99088 99111 1003.01 
1742640 98995 99138 99038 99095 99100 1003.01 
1742650 99010 99136 99037 99090 99102 1003.01 
1742660 99000 99143 99030 99088 99109 1003.01 
1742670 98994 99140 99033 99091 99106 1003.01 
1742680 98999 99139 99038 99092 99105 1004.02 
1742690 99001 99138 99042 99094 99106 1003.01 
1742700 98999 99135 99043 99092 99109 1003.01 
1742710 99000 99129 99031 99093 99106 1003.01 
1742720 99001 99133 99031 99091 99100 1003.01 
1742730 98997 99137 99035 99093 99095 1003.01 
1742740 98999 99131 99028 99093 99104 1003.01 
1742750 99000 99133 99034 99096 99100 1003.01 
1742760 99002 99142 99037 99094 99102 1003.01 
1742770 99006 99136 99035 99092 99111 1003.01 
1742780 99002 99138 99040 99093 99105 1004.02 
1742790 99006 99134 99035 99099 99104 1003.01 
1742800 99003 99128 99036 99094 99106 1003.01 
1742810 99006 99136 99033 99087 99106 1003.01 
1742820 98992 99132 99034 99092 99100 1003.01 
1742830 99005 99128 99034 99100 99106 1003.01 
1742840 99005 99133 99033 99094 99111 1003.01 
1742850 98999 99134 99033 99091 99098 1003.01 
1742860 98993 99135 99038 99092 99096 1003.01 
1742870 99006 99132 99033 99089 99104 1003.01 
1742880 98994 99142 99034 99095 99104 1001.00 
1742890 98999 99138 99036 99090 99108 1003.01 
1742900 98996 99145 99036 99094 99102 1003.01 
1742910 99001 99132 99034 99086 99108 1003.01 
1742920 98997 99141 99033 99103 99103 1003.01 
1742930 98999 99134 99033 99093 99108 1003.01 
1742940 98994 99135 99033 99090 99111 1003.01 
1742950 98995 99136 99038 99095 99104 1003.01 
1742960 98997 99139 99035 99088 99104 1003.01 
1742970 99000 99131 99037 99096 99111 1003.01 
1742980 99003 99132 99042 99094 99097 1003.01 
1742990 99000 99135 99037 99086 99102 1003.01 
1743000 98997 99133 99033 99090 99110 1003.01 
1743010 98997 99137 99041 99097 99110 1003.01 
1743020 99003 99130 99041 99091 99110 1003.01 
1743030 99005 99132 99037 99101 99107 1003.01 
1743040 98994 99139 99038 99096 99098 1004.02 
1743050 98996 99125 99027 99093 99106 1003.01 
1743060 98999 99132 99030 99089 99105 1003.01 
1743070 99003 99133 99043 99101 99099 1003.01 
1743080 98999 99131 99038 99088 99104 1003.01 
1743090 99006 99136 99038 99092 99100 1003.01 
1743100 99002 99129 99034 99089 99105 1003.01 
1743110 99000 99132 99039 99092 99100 1003.01 
1743120 99001 99133 99035 99090 99105 1003.01 
1743130 98994 99138 99031 99092 99111 1003.01 
1743140 98999 99138 99034 99090 99105 1003.01 
1743150 99003 99127 99034 99093 99103 1003.01 
1743160 99000 99135 99035 99093 99102 1003.01 
1743170 99002 99140 99036 99088 99103 1003.01 
1743180 99000 99138 99034 99087 99110 1003.01 
1743190 98999 99132 99037 99093 99103 1003.01 
1743200 98996 99131 99034 99095 99113 1003.01 
1743210 98996 99131 99031 99093 99105 1003.01 
1743220 98995 99142 99034 99093 99104 1003.01 
1743230 98994 99142 99033 99092 99100 1003.01 
1743240 99001 99138 99033 99094 99105 1003.01 
1743250 98995 99142 99031 99090 99105 1003.01 
1743260 99003 99133 99037 99092 99105 1003.01 
1743270 99006 99138 99033 99092 99108 1003.01 
1743280 98997 99135 99031 99096 99106 1003.01 
1743290 99007 99135 99043 99092 99107 1003.01 
1743300 98994 99137 99036 99101 99107 1003.01 
1743310 98996 99136 99035 99096 99112 1003.01 
1743320 98996 99135 99038 99096 99106 1003.01 
1743330 99002 99136 99037 99096 99107 1003.01 
1743340 98996 99132 99035 99092 99102 1003.01 
1743350 99000 99140 99031 99085 99097 1003.01 
1743360 99005 99137 99029 99096 99103 1003.01 
1743370 98999 99133 99031 99093 99104 1003.01 
1743380 99000 99135 99030 99087 99103 1003.01 
1743390 98997 99137 99042 99093 99104 1003.01 
1743400 98997 99131 99039 99094 99101 1003.01 
1743410 98995 99137 99031 99086 99104 1003.01 
1743420 99001 99132 99026 99089 99109 1003.01 
1743430 98999 99128 99037 99088 99105 1003.01 
1743440 99008 99137 99035 99102 99105 1003.01 
1743450 98994 99128 99037 99102 99101 1003.01 
1743460 98994 99131 99033 99095 99105 1003.01 
1743470 98995 99135 99035 99093 99100 1003.01 
1743480 98999 99136 99031 99097 99107 1003.01 
1743490 99003 99136 99031 99093 99105 1004.02 
1743500 98995 99133 99036 99094 99108 1003.01 
1743510 98994 99135 99037 99090 99115 1003.01 
1743520 98998 99136 99033 99092 99101 1003.01 
1743530 99001 99140 99033 99096 99108 1003.01 
1743540 98994 99137 99028 99093 99106 1003.01 
1743550 99001 99129 99042 99088 99107 1003.01 
1743560 99000 99138 99036 99094 99108 1003.01 
1743570 99000 99131 99037 99088 99104 1003.01 
1743580 98999 99133 99036 99095 99100 1003.01 
1743590 99006 99132 99036 99096 99104 1003.01 
1743600 99006 99129 99034 99097 99106 1003.01 
1743610 98995 99142 99035 99089 99106 1003.01 
1743620 98997 99126 99043 99095 99104 1003.01 
1743630 98991 99135 99030 99088 99103 1003.01 
1743640 98999 99138 99042 99099 99098 1003.01 
1743650 98997 99132 99035 99093 99107 1003.01 
1743660 98997 99130 99041 99099 99102 1003.01 
1743670 99003 99138 99035 99102 99103 1003.01 
1743680 98998 99139 99034 99096 99101 1004.02 
1743690 98998 99130 99038 99088 99106 1004.02 
1743700 99001 99133 99035 99095 99099 1003.01 
1743710 99000 99138 99029 99093 99103 1003.01 
1743720 98997 99129 99038 99095 99104 1003.01 
1743730 99007 99132 99037 99096 99103 1003.01 
1743740 99006 99135 99036 99099 99103 1003.01 
1743750 99002 99135 99032 99094 99105 1003.01 
1743760 99002 99138 99037 99090 99108 1003.01 
1743770 99008 99135 99028 99094 99107 1003.01 
1743780 99001 99138 99037 99093 99102 1003.01 
1743790 99003 99138 99034 99094 99108 1004.02 
1743800 99000 99131 99036 99093 99105 1003.01 
1743810 98997 99138 99036 99093 99106 1003.01 
1743820 98997 99133 99036 99092 99106 1003.01 
1743830 99000 99140 99029 99093 99102 1003.01 
1743840 99005 99135 99032 99092 99101 1003.01 
1743850 98992 99136 99035 99100 99099 1003.01 
1743860 99001 99131 99041 99096 99096 1003.01 
1743870 98999 99139 99039 99088 99098 1003.01 
1743880 99001 99138 99030 99095 99108 1003.01 
1743890 98991 99133 99037 99094 99106 1001.00 
1743900 98993 99139 99035 99093 99105 1003.01 
1743910 98998 99136 99034 99089 99106 1003.01 
1743920 99001 99144 99030 99095 99105 1003.01 
1743930 99002 99142 99031 99087 99104 1003.01 
1743940 99003 99130 99035 99090 99105 1003.01 
1743950 99006 99140 99042 99097 99107 1003.01 
1743960 99003 99134 99031 99089 99109 1003.01 
1743970 99003 99136 99034 99094 99106 1003.01 
1743980 98994 99132 99036 99096 99109 1003.01 
1743990 99003 99132 99037 99092 99098 1003.01 
1744000 99000 99138 99036 99097 99103 1003.01 
1744010 99002 99136 99037 99094 99111 1003.01 
1744020 98994 99136 99043 99091 99105 1003.01 
1744030 98996 99130 99035 99094 99108 1003.01 
1744040 99001 99128 99037 99091 99108 1003.01 
1744050 98992 99133 99026 99093 99107 1003.01 
1744060 98995 99136 99034 99099 99100 1003.01 
1744070 98997 99133 99034 99089 99103 1003.01 
1744080 99007 99135 99031 99097 99107 1003.01 
