time pos speed
2023-09-26 17:16:17.202390 164.62021311475408 719
2023-09-26 17:16:17.337223 155.97227868852457 740
2023-09-26 17:16:17.526246 152.49562295081967 758
2023-09-26 17:16:17.667380 147.40188524590164 766
2023-09-26 17:16:17.808588 143.62140983606557 771
2023-09-26 17:16:18.063725 138.2985737704918 745
2023-09-26 17:16:18.263739 133.233737704918 753
2023-09-26 17:16:18.410624 127.76216393442623 730
2023-09-26 17:16:18.545339 124.06768852459015 771
2023-09-26 17:16:18.686127 120.47613114754098 755
2023-09-26 17:16:18.979969 115.72075409836064 734
2023-09-26 17:16:19.115109 109.00852459016393 754
2023-09-26 17:16:19.308014 105.3330819672131 769
2023-09-26 17:16:19.447746 100.33027868852459 765
2023-09-26 17:16:19.758983 96.60055737704917 741
2023-09-26 17:16:19.897171 88.41716393442623 741
2023-09-26 17:16:20.085535 84.83336065573769 771
2023-09-26 17:16:20.236516 79.5767868852459 733
2023-09-26 17:16:20.372524 75.78644262295082 746
2023-09-26 17:16:20.509608 72.21180327868852 773
2023-09-26 17:16:20.775707 67.66155737704918 749
2023-09-26 17:16:20.907682 61.662 744
2023-09-26 17:16:21.097117 60.0329344262295 -1
2023-09-26 17:16:21.180743 60.048442622950816 -567
2023-09-26 17:16:21.315410 64.01854098360656 -774
2023-09-26 17:16:21.809127 72.56285245901638 -724
2023-09-26 17:16:21.944962 80.60667213114753 -767
2023-09-26 17:16:22.142138 84.18554098360656 -749
2023-09-26 17:16:22.287977 89.46890163934425 -719
2023-09-26 17:16:22.422999 93.18522950819671 -739
2023-09-26 17:16:22.747869 98.35509836065573 -748
2023-09-26 17:16:22.897463 105.24567213114753 -754
2023-09-26 17:16:23.085412 109.2735737704918 -740
2023-09-26 17:16:23.230039 114.303868852459 -719
2023-09-26 17:16:23.371504 118.11959016393442 -767
2023-09-26 17:16:23.673968 122.97013114754098 -723
2023-09-26 17:16:23.875745 129.7521475409836 -794
2023-09-26 17:16:24.018990 135.36470491803277 -754
2023-09-26 17:16:24.160184 138.856868852459 -746
2023-09-26 17:16:24.303534 142.5865901639344 -707
2023-09-26 17:16:24.612231 148.3330819672131 -761
2023-09-26 17:16:24.818257 154.55468852459015 -754
2023-09-26 17:16:24.970554 160.46754098360654 -737
2023-09-26 17:16:25.106013 164.00411475409834 -736
2023-09-26 17:16:25.239021 167.53011475409835 -735
2023-09-26 17:16:25.524080 173.2152786885246 -745
2023-09-26 17:16:25.663180 178.78906557377047 -747
2023-09-26 17:16:25.858620 182.27136065573768 -737
2023-09-26 17:16:25.999226 185.03745901639343 4
2023-09-26 17:16:26.552522 185.04168852459014 0
2023-09-26 17:17:04.224797 185.04098360655738 0
2023-09-26 17:17:04.330589 185.04098360655738 0
2023-09-26 17:17:04.474216 185.04098360655738 0
2023-09-26 17:17:04.606676 185.04098360655738 0
2023-09-26 17:17:04.757827 185.04098360655738 0
2023-09-26 17:17:04.902217 185.04098360655738 0
2023-09-26 17:17:05.030559 185.04098360655738 0
2023-09-26 17:17:05.525711 185.04098360655738 -1
2023-09-26 17:17:05.686749 185.04098360655738 -1
2023-09-26 17:17:05.820990 185.04098360655738 0
2023-09-26 17:17:05.972847 185.04098360655738 0
2023-09-26 17:17:06.111376 185.04027868852458 0
2023-09-26 17:17:06.555003 188.12922950819672 -758
2023-09-26 17:17:06.840353 196.46277049180327 -749
2023-09-26 17:17:07.008411 203.30611475409836 -717
2023-09-26 17:17:07.152030 206.91952459016392 -776
2023-09-26 17:17:07.303336 210.76555737704916 -767
2023-09-26 17:17:07.450739 214.93303278688524 -748
2023-09-26 17:17:07.590336 218.65570491803277 -732
2023-09-26 17:17:08.015588 222.85842622950818 -712
2023-09-26 17:17:08.221475 233.54145901639342 -721
2023-09-26 17:17:08.371778 239.15542622950818 -744
2023-09-26 17:17:08.508659 242.94506557377048 -800
2023-09-26 17:17:08.646726 246.55283606557376 -767
2023-09-26 17:17:08.785852 250.23109836065572 -790
2023-09-26 17:17:09.171499 254.41055737704917 -724
2023-09-26 17:17:09.312570 264.0362131147541 -759
2023-09-26 17:17:09.448347 267.7722786885246 -766
2023-09-26 17:17:09.586832 271.3370491803278 -757
2023-09-26 17:17:09.738266 274.9694918032787 -728
2023-09-26 17:17:09.881128 278.97201639344263 -751
2023-09-26 17:17:10.014550 282.7489672131147 -737
2023-09-26 17:17:10.437940 287.75670491803277 -772
2023-09-26 17:17:10.577991 297.48104918032783 -734
2023-09-26 17:17:10.714292 301.2030163934426 -746
2023-09-26 17:17:10.855144 304.7614426229508 -776
2023-09-26 17:17:11.002771 308.3367868852459 -777
2023-09-26 17:17:11.139524 310.0377540983606 12
2023-09-26 17:17:11.215156 310.03140983606556 172
2023-09-26 17:17:11.728587 306.6485081967213 759
2023-09-26 17:17:11.881047 292.6812622950819 759
2023-09-26 17:17:12.026904 288.90924590163934 749
2023-09-26 17:17:12.165388 285.27327868852456 791
2023-09-26 17:17:12.304206 281.56611475409835 777
2023-09-26 17:17:12.450939 277.8765737704918 720
2023-09-26 17:17:12.583765 274.0756557377049 758
2023-09-26 17:17:13.074339 270.016737704918 714
2023-09-26 17:17:13.236980 256.81362295081965 722
2023-09-26 17:17:13.397631 252.65883606557375 755
2023-09-26 17:17:13.537489 248.84311475409834 742
2023-09-26 17:17:13.674444 245.33191803278686 797
2023-09-26 17:17:13.812305 241.52747540983606 782
2023-09-26 17:17:14.288186 237.19504918032786 746
2023-09-26 17:17:14.428321 225.55896721311473 758
2023-09-26 17:17:14.564502 221.85039344262293 808
2023-09-26 17:17:14.702605 218.07626229508196 776
2023-09-26 17:17:14.848454 214.25278688524588 741
2023-09-26 17:17:14.985877 210.6499508196721 768
2023-09-26 17:17:15.123282 206.8941475409836 751
2023-09-26 17:17:15.673474 202.33403278688525 766
2023-09-26 17:17:15.842778 188.06155737704916 746
2023-09-26 17:17:15.980657 184.23455737704916 753
2023-09-26 17:17:16.119176 180.65075409836064 774
2023-09-26 17:17:16.256721 177.13391803278688 715
2023-09-26 17:17:16.400442 173.548 777
2023-09-26 17:17:16.852733 168.32103278688524 780
2023-09-26 17:17:17.070301 157.5400163934426 735
2023-09-26 17:17:17.247871 150.90603278688525 734
2023-09-26 17:17:17.406529 146.60391803278688 770
2023-09-26 17:17:17.560170 142.7261639344262 735
2023-09-26 17:17:17.704391 139.04155737704917 751
2023-09-26 17:17:18.224955 135.24204918032785 780
2023-09-26 17:17:18.360062 121.54337704918032 735
2023-09-26 17:17:18.500980 117.92644262295082 787
2023-09-26 17:17:18.637629 114.14737704918032 775
2023-09-26 17:17:18.773961 110.59318032786885 738
2023-09-26 17:17:18.917347 106.88813114754097 778
2023-09-26 17:17:19.062193 103.18942622950819 739
2023-09-26 17:17:19.516461 98.94440983606557 750
2023-09-26 17:17:19.653460 87.32313114754098 729
2023-09-26 17:17:19.793886 83.69703278688525 762
2023-09-26 17:17:19.939936 79.77345901639343 758
2023-09-26 17:17:20.083818 75.99227868852458 740
2023-09-26 17:17:20.223010 72.37111475409836 745
2023-09-26 17:17:20.362594 68.65337704918032 741
2023-09-26 17:17:20.890069 63.137393442622944 1
2023-09-26 17:17:21.022792 60.04068852459016 0
2023-09-26 17:17:21.150624 61.6133606557377 -714
2023-09-26 17:17:21.295253 65.26765573770491 -770
2023-09-26 17:17:21.433851 69.15316393442623 -792
2023-09-26 17:17:21.575001 72.6756393442623 -756
2023-09-26 17:17:21.714705 76.33486885245901 -723
2023-09-26 17:17:22.305820 81.42226229508196 -732
2023-09-26 17:17:22.480279 96.6900819672131 -733
2023-09-26 17:17:22.621758 100.28516393442622 -773
2023-09-26 17:17:22.772535 104.39201639344262 -749
2023-09-26 17:17:22.910014 107.92154098360655 -727
2023-09-26 17:17:23.050708 111.54481967213114 -738
2023-09-26 17:17:23.521406 115.94703278688525 -746
2023-09-26 17:17:23.684998 128.29296721311474 -750
2023-09-26 17:17:23.903927 131.95924590163935 -772
2023-09-26 17:17:24.089337 138.79413114754098 -769
2023-09-26 17:17:24.230144 142.69444262295082 -763
2023-09-26 17:17:24.368201 146.4953606557377 -716
2023-09-26 17:17:24.837214 151.50168852459015 -759
2023-09-26 17:17:24.973942 162.47655737704918 -740
2023-09-26 17:17:25.111170 165.99973770491803 -751
2023-09-26 17:17:25.245432 169.58283606557376 -714
2023-09-26 17:17:25.392671 173.37247540983606 -762
2023-09-26 17:17:25.541205 177.21639344262294 -745
2023-09-26 17:17:25.681689 181.0455081967213 -733
2023-09-26 17:17:26.179213 185.06213114754098 -1
2023-09-26 17:17:26.743129 185.04098360655738 0
2023-09-26 17:18:07.618665 185.04098360655738 0
2023-09-26 17:18:07.649978 185.04098360655738 -1
2023-09-26 17:18:07.828183 185.04098360655738 0
2023-09-26 17:18:07.998778 185.04098360655738 -1
2023-09-26 17:18:08.165772 185.04098360655738 -1
2023-09-26 17:18:08.311253 185.04098360655738 -1
2023-09-26 17:18:08.450267 185.04098360655738 -1
2023-09-26 17:18:08.580325 185.04098360655738 -1
2023-09-26 17:18:08.808475 185.04098360655738 -1
2023-09-26 17:18:09.457605 185.04098360655738 -1
2023-09-26 17:18:09.596811 185.04098360655738 -1
2023-09-26 17:18:09.774148 185.04098360655738 -1
2023-09-26 17:18:09.946197 185.04098360655738 0
2023-09-26 17:18:10.103674 185.04098360655738 0
2023-09-26 17:18:10.244762 185.04098360655738 0
2023-09-26 17:18:10.389811 185.04027868852458 -1
2023-09-26 17:18:11.405476 200.647868852459 -684
2023-09-26 17:18:11.602072 210.7253770491803 -730
2023-09-26 17:18:11.785716 216.41547540983606 -767
2023-09-26 17:18:11.951954 220.88747540983604 -784
2023-09-26 17:18:12.091177 224.59393442622948 -747
2023-09-26 17:18:12.253784 228.54288524590163 -715
2023-09-26 17:18:12.393615 232.55104918032785 -736
2023-09-26 17:18:13.122181 237.91899999999998 -674
2023-09-26 17:18:13.297396 255.99732786885244 -723
2023-09-26 17:18:13.476446 261.0537049180328 -776
2023-09-26 17:18:13.650126 265.7548032786885 -734
2023-09-26 17:18:13.834234 270.556 -739
2023-09-26 17:18:13.971165 274.17857377049177 -754
2023-09-26 17:18:14.104312 277.7637868852459 -748
2023-09-26 17:18:14.249023 281.3553442622951 -741
2023-09-26 17:18:14.919688 285.8266393442623 -756
2023-09-26 17:18:15.205835 303.76045901639344 -717
2023-09-26 17:18:15.394662 310.05255737704914 13
2023-09-26 17:18:15.549320 310.03281967213115 754
2023-09-26 17:18:15.731612 303.3903770491803 745
2023-09-26 17:18:15.866277 299.5542131147541 780
2023-09-26 17:18:16.005362 296.10434426229506 758
2023-09-26 17:18:16.141593 292.4521639344262 715
2023-09-26 17:18:16.876292 288.18388524590165 791
2023-09-26 17:18:17.069555 269.07426229508195 770
2023-09-26 17:18:17.242128 264.258262295082 711
2023-09-26 17:18:17.419998 259.76581967213116 749
2023-09-26 17:18:17.595229 253.9312131147541 757
2023-09-26 17:18:17.738749 250.49191803278686 782
2023-09-26 17:18:17.888124 246.34347540983606 729
2023-09-26 17:18:18.061753 242.5517213114754 742
2023-09-26 17:18:18.772825 236.33152459016392 688
2023-09-26 17:18:18.980759 217.42773770491803 728
2023-09-26 17:18:19.155259 212.70831147540983 753
2023-09-26 17:18:19.313673 208.58947540983604 746
2023-09-26 17:18:19.487421 204.08504918032784 759
2023-09-26 17:18:19.632303 200.217868852459 755
2023-09-26 17:18:19.772184 196.49942622950817 718
2023-09-26 17:18:19.916580 192.7034426229508 762
2023-09-26 17:18:20.675592 187.07396721311474 725
2023-09-26 17:18:20.865260 167.67039344262295 730
2023-09-26 17:18:21.048851 162.94673770491804 756
2023-09-26 17:18:21.228280 158.12791803278688 735
2023-09-26 17:18:21.389369 153.77716393442623 735
2023-09-26 17:18:21.533485 150.0855081967213 778
2023-09-26 17:18:21.669379 146.30855737704917 765
2023-09-26 17:18:21.818503 142.61549180327867 751
2023-09-26 17:18:22.517938 138.33170491803278 727
2023-09-26 17:18:22.714722 118.7222950819672 747
2023-09-26 17:18:22.897748 113.9274426229508 760
2023-09-26 17:18:23.068558 109.31375409836065 762
2023-09-26 17:18:23.244323 104.66059016393442 714
2023-09-26 17:18:23.384722 101.11062295081966 754
2023-09-26 17:18:23.523186 97.45703278688524 754
2023-09-26 17:18:23.664068 93.84362295081966 743
2023-09-26 17:18:24.390737 88.03368852459016 738
2023-09-26 17:18:24.709762 69.39213114754098 709
2023-09-26 17:18:24.929187 60.32547540983606 701
2023-09-26 17:18:25.113167 60.04139344262295 0
2023-09-26 17:18:25.412997 65.86824590163934 -701
2023-09-26 17:18:25.553574 69.70159016393443 -747
2023-09-26 17:18:25.691150 73.40945901639344 -769
2023-09-26 17:18:26.510166 77.70734426229508 -764
2023-09-26 17:18:26.822545 100.11809836065574 -749
2023-09-26 17:18:27.007004 108.17319672131147 -717
2023-09-26 17:18:27.232824 114.05432786885245 -784
2023-09-26 17:18:27.470176 119.86567213114753 -760
2023-09-26 17:18:27.616579 124.12337704918032 -738
2023-09-26 17:18:27.770706 128.1287213114754 -747
2023-09-26 17:18:27.908593 131.88734426229507 -752
2023-09-26 17:18:28.610545 137.26868852459015 -767
2023-09-26 17:18:29.046206 156.28596721311473 -746
2023-09-26 17:18:29.251560 167.25167213114753 -767
2023-09-26 17:18:29.439544 172.12547540983604 -769
2023-09-26 17:18:29.616800 177.09726229508195 -751
2023-09-26 17:18:29.767971 180.76988524590163 -756
2023-09-26 17:18:29.913118 184.63001639344262 -698
2023-09-26 17:18:30.044094 185.03816393442622 1
2023-09-26 17:18:30.861463 185.04098360655738 0
2023-09-26 17:19:07.520394 185.04027868852458 0
2023-09-26 17:19:07.570991 185.04027868852458 -1
2023-09-26 17:19:07.952419 187.34183606557374 -763
2023-09-26 17:19:08.368229 194.3811475409836 -773
2023-09-26 17:19:09.158787 206.80603278688523 -784
2023-09-26 17:19:09.338138 226.33649180327868 -767
2023-09-26 17:19:09.519509 231.25188524590163 -778
2023-09-26 17:19:09.714960 236.3435081967213 -741
2023-09-26 17:19:09.931254 242.00047540983604 -756
2023-09-26 17:19:10.080133 245.61811475409834 -770
2023-09-26 17:19:10.236204 249.7052295081967 -769
2023-09-26 17:19:10.379283 253.7641475409836 -713
2023-09-26 17:19:10.957098 258.545606557377 -744
2023-09-26 17:19:11.639501 274.49085245901637 -759
2023-09-26 17:19:12.125046 294.1876721311475 -776
2023-09-26 17:19:12.373049 304.73113114754096 -741
2023-09-26 17:19:12.583472 310.0560819672131 13
2023-09-26 17:19:12.776072 310.03070491803277 749
2023-09-26 17:19:12.919780 303.3621803278688 774
2023-09-26 17:19:13.075124 299.4893606557377 748
2023-09-26 17:19:13.216247 295.4903606557377 697
2023-09-26 17:19:13.956554 291.10718032786883 749
2023-09-26 17:19:14.495342 268.49481967213114 747
2023-09-26 17:19:14.762090 258.1508524590164 748
2023-09-26 17:19:14.993206 249.68619672131146 718
2023-09-26 17:19:15.202839 242.94788524590163 752
2023-09-26 17:19:15.401891 237.70540983606557 744
2023-09-26 17:19:15.561321 234.06521311475407 772
2023-09-26 17:19:15.719326 229.62634426229508 743
2023-09-26 17:19:15.861555 225.5984426229508 747
2023-09-26 17:19:16.564698 220.60762295081966 779
2023-09-26 17:19:17.105443 202.0132950819672 774
2023-09-26 17:19:17.615164 188.4104918032787 724
2023-09-26 17:19:17.859159 174.27547540983605 792
2023-09-26 17:19:18.069114 168.53955737704916 754
2023-09-26 17:19:18.269214 161.91896721311474 734
2023-09-26 17:19:18.424567 158.06306557377047 759
2023-09-26 17:19:18.563212 154.16839344262294 736
2023-09-26 17:19:18.705496 150.56414754098358 769
2023-09-26 17:19:19.401431 146.75618032786883 741
2023-09-26 17:19:20.126158 127.67545901639343 736
2023-09-26 17:19:20.537651 107.88418032786885 722
2023-09-26 17:19:20.788575 95.53049180327868 754
2023-09-26 17:19:20.985628 90.28731147540984 756
2023-09-26 17:19:21.180369 84.94473770491803 738
2023-09-26 17:19:21.312488 81.5012131147541 725
2023-09-26 17:19:21.455582 77.75034426229507 751
2023-09-26 17:19:21.588400 74.1425737704918 751
2023-09-26 17:19:21.890326 70.5249344262295 756
2023-09-26 17:19:22.239039 60.544704918032785 -4
2023-09-26 17:19:22.900717 60.04068852459016 0
2023-09-26 17:19:23.390455 62.66368852459016 -758
2023-09-26 17:19:23.598847 71.72752459016392 -777
2023-09-26 17:19:23.820394 78.69 -734
2023-09-26 17:19:24.034896 84.1615737704918 -742
2023-09-26 17:19:24.190368 88.16762295081966 -731
2023-09-26 17:19:24.350729 92.12996721311475 -747
2023-09-26 17:19:24.483468 96.33903278688524 -775
2023-09-26 17:19:25.133136 99.76775409836065 -725
2023-09-26 17:19:26.035018 118.28101639344261 -767
2023-09-26 17:19:26.375269 141.95004918032785 -741
2023-09-26 17:19:26.604740 150.79113114754097 -737
2023-09-26 17:19:26.826817 157.86568852459015 -748
2023-09-26 17:19:27.027545 163.4310163934426 -739
2023-09-26 17:19:27.172465 167.0056557377049 -722
2023-09-26 17:19:27.312508 170.8115081967213 -706
2023-09-26 17:19:27.450445 174.55955737704917 -776
2023-09-26 17:19:27.937484 178.16662295081966 -704
2023-09-26 17:19:28.768951 185.04098360655738 -1
2023-09-26 17:19:29.407801 185.04098360655738 0
2023-09-26 17:20:08.233133 185.04098360655738 0
2023-09-26 17:20:08.795995 185.04098360655738 0
2023-09-26 17:20:09.373403 185.04098360655738 0
2023-09-26 17:20:09.651325 185.04098360655738 0
2023-09-26 17:20:09.872384 185.04098360655738 0
2023-09-26 17:20:10.125381 185.04098360655738 0
2023-09-26 17:20:10.352893 185.04098360655738 0
2023-09-26 17:20:10.494748 185.04098360655738 -1
2023-09-26 17:20:10.632992 185.04098360655738 0
2023-09-26 17:20:10.768923 185.04027868852458 0
2023-09-26 17:20:11.578416 188.8926557377049 -680
2023-09-26 17:20:12.168154 206.52124590163933 -744
2023-09-26 17:20:13.005570 222.20567213114754 -730
2023-09-26 17:20:13.875229 243.8255081967213 -735
2023-09-26 17:20:14.109174 266.20524590163933 -759
2023-09-26 17:20:14.321785 271.9489180327869 -751
2023-09-26 17:20:14.575007 278.46799999999996 -741
2023-09-26 17:20:14.824227 285.11678688524586 -745
2023-09-26 17:20:14.979273 290.5185737704918 -752
2023-09-26 17:20:15.122236 294.56762295081967 -759
2023-09-26 17:20:15.264692 298.45947540983605 -745
2023-09-26 17:20:15.405882 302.0644262295082 -757
2023-09-26 17:20:16.269432 306.83883606557373 -1
2023-09-26 17:20:16.848911 310.0405737704918 0
2023-09-26 17:20:17.584934 310.0363442622951 737
2023-09-26 17:20:18.243781 287.09196721311474 761
2023-09-26 17:20:18.548856 271.33 765
2023-09-26 17:20:18.790919 262.6284918032787 756
2023-09-26 17:20:19.052952 254.18991803278686 748
2023-09-26 17:20:19.288489 247.83508196721309 752
2023-09-26 17:20:19.462370 243.9805901639344 753
2023-09-26 17:20:19.610010 239.54524590163933 760
2023-09-26 17:20:19.748071 235.84795081967212 789
2023-09-26 17:20:19.883161 232.10977049180326 737
2023-09-26 17:20:20.681662 226.27163934426227 737
2023-09-26 17:20:21.419063 204.82098360655738 750
2023-09-26 17:20:22.215852 185.75224590163933 754
2023-09-26 17:20:22.992518 165.7001475409836 752
2023-09-26 17:20:23.251770 143.10752459016393 770
2023-09-26 17:20:23.495583 136.7336557377049 745
2023-09-26 17:20:23.745828 130.15254098360654 741
2023-09-26 17:20:23.992803 123.53406557377049 786
2023-09-26 17:20:24.141656 119.96788524590163 730
2023-09-26 17:20:24.288602 115.99355737704917 769
2023-09-26 17:20:24.433951 112.1651475409836 783
2023-09-26 17:20:24.575447 108.16050819672131 754
2023-09-26 17:20:25.450936 102.97795081967213 727
2023-09-26 17:20:26.250394 80.45159016393443 763
2023-09-26 17:20:26.846412 60.01319672131147 0
2023-09-26 17:20:27.668429 62.772950819672126 -761
2023-09-26 17:20:27.881359 81.18047540983606 -722
2023-09-26 17:20:28.093536 85.27604918032786 -756
2023-09-26 17:20:28.338435 91.69855737704917 -732
2023-09-26 17:20:28.604554 98.57221311475409 -726
2023-09-26 17:20:28.765161 104.1509344262295 -728
2023-09-26 17:20:28.918121 108.46362295081967 -757
2023-09-26 17:20:29.058457 112.3907213114754 -786
2023-09-26 17:20:29.202035 115.97663934426228 -757
2023-09-26 17:20:30.166902 120.22659016393442 -739
2023-09-26 17:20:31.236384 147.06140983606556 -749
2023-09-26 17:20:31.948849 176.99645901639343 -759
2023-09-26 17:20:32.609322 185.04027868852458 0
2023-09-26 17:20:33.234966 185.04098360655738 0
2023-09-26 17:21:19.565318 185.04098360655738 0
2023-09-26 17:21:19.605213 185.04098360655738 0
2023-09-26 17:21:19.745472 185.04098360655738 0
2023-09-26 17:21:19.885784 185.04098360655738 -1
2023-09-26 17:21:20.027291 185.04098360655738 -1
2023-09-26 17:21:20.341786 185.04098360655738 -1
2023-09-26 17:21:20.903331 185.04027868852458 0
2023-09-26 17:21:21.842445 186.91888524590163 -779
2023-09-26 17:21:22.386432 203.50560655737704 -763
2023-09-26 17:21:23.192285 218.36739344262293 -762
2023-09-26 17:21:23.704683 239.1483770491803 -761
2023-09-26 17:21:24.229399 254.2625245901639 -740
2023-09-26 17:21:25.053618 267.74619672131143 -741
2023-09-26 17:21:25.531499 288.1641475409836 -731
2023-09-26 17:21:26.270545 300.96404918032783 13
2023-09-26 17:21:26.734386 310.0412786885246 -1
2023-09-26 17:21:26.960583 310.0349344262295 789
2023-09-26 17:21:27.268376 298.50740983606556 761
2023-09-26 17:21:27.523381 293.7485081967213 756
2023-09-26 17:21:27.799414 284.2976721311475 774
2023-09-26 17:21:27.942474 280.52847540983606 751
2023-09-26 17:21:28.078161 276.85232786885246 772
2023-09-26 17:21:28.221135 273.2008524590164 773
2023-09-26 17:21:28.358217 269.42249180327866 759
2023-09-26 17:21:28.504680 265.86477049180326 742
2023-09-26 17:21:29.283928 261.2137213114754 750
2023-09-26 17:21:29.624477 240.84370491803278 754
2023-09-26 17:21:30.392525 230.59067213114753 737
2023-09-26 17:21:31.104640 210.81067213114753 753
2023-09-26 17:21:31.758932 191.88221311475408 738
2023-09-26 17:21:32.533408 174.31495081967213 732
2023-09-26 17:21:33.233918 155.08831147540982 736
2023-09-26 17:21:33.991629 136.0682131147541 746
2023-09-26 17:21:34.675402 115.19347540983605 780
2023-09-26 17:21:35.454167 97.19268852459015 741
2023-09-26 17:21:36.235575 76.14524590163934 777
2023-09-26 17:21:36.813196 60.04421311475409 0
2023-09-26 17:21:37.149015 60.176737704918025 -708
2023-09-26 17:21:37.462703 70.37549180327868 -755
2023-09-26 17:21:37.712640 77.40422950819672 -796
2023-09-26 17:21:37.993963 86.79655737704917 -756
2023-09-26 17:21:38.153010 90.52275409836065 -799
2023-09-26 17:21:38.295810 94.70573770491802 -740
2023-09-26 17:21:38.454526 98.4375737704918 -760
2023-09-26 17:21:38.590324 102.59659016393442 -733
2023-09-26 17:21:38.737284 106.15995081967212 -766
2023-09-26 17:21:39.479355 111.23395081967213 -756
2023-09-26 17:21:40.058790 130.9935081967213 -743
2023-09-26 17:21:40.916150 147.20873770491804 -792
2023-09-26 17:21:41.191243 168.49232786885244 -744
2023-09-26 17:21:41.943043 176.3105737704918 -687
2023-09-26 17:21:42.512804 185.04098360655738 0
2023-09-26 17:21:43.411470 185.04098360655738 0
