2023-09-26 15:13:32.801 7016 0
2023-09-26 15:13:32.834 7015 0
2023-09-26 15:13:32.866 7016 0
2023-09-26 15:13:32.898 7016 0
2023-09-26 15:13:32.935 7015 0
2023-09-26 15:13:32.979 7015 0
2023-09-26 15:13:33.010 7015 0
2023-09-26 15:13:33.047 7015 0
2023-09-26 15:13:33.077 7015 0
2023-09-26 15:13:33.109 7015 0
2023-09-26 15:13:33.137 7015 0
2023-09-26 15:13:33.169 7015 0
2023-09-26 15:13:33.201 7015 0
2023-09-26 15:13:33.243 7015 0
2023-09-26 15:13:33.281 7015 0
2023-09-26 15:13:33.323 7015 0
2023-09-26 15:13:33.345 7015 0
2023-09-26 15:13:33.377 7015 0
2023-09-26 15:13:33.410 7015 0
2023-09-26 15:13:33.442 7015 0
2023-09-26 15:13:33.473 7015 0
2023-09-26 15:13:33.505 7015 0
2023-09-26 15:13:33.554 7015 0
2023-09-26 15:13:33.591 7015 0
2023-09-26 15:13:33.617 7015 0
2023-09-26 15:13:33.651 7015 0
2023-09-26 15:13:33.683 7015 0
2023-09-26 15:13:33.714 7015 0
2023-09-26 15:13:33.748 7015 0
2023-09-26 15:13:33.795 7015 0
2023-09-26 15:13:33.826 7015 0
2023-09-26 15:13:33.875 7015 0
2023-09-26 15:13:33.906 7015 0
2023-09-26 15:13:33.937 7015 0
2023-09-26 15:13:33.970 7015 0
2023-09-26 15:13:34.001 7015 0
2023-09-26 15:13:34.037 7015 0
2023-09-26 15:13:34.064 7016 0
2023-09-26 15:13:34.097 7015 0
2023-09-26 15:13:34.130 7015 0
2023-09-26 15:13:34.160 7015 0
2023-09-26 15:13:34.209 7015 0
2023-09-26 15:13:34.244 7015 0
2023-09-26 15:13:34.294 7015 0
2023-09-26 15:13:34.320 7015 0
2023-09-26 15:13:34.352 7015 0
2023-09-26 15:13:34.384 7015 0
2023-09-26 15:13:34.416 7015 0
2023-09-26 15:13:34.448 7015 0
2023-09-26 15:13:34.480 7015 0
2023-09-26 15:13:34.512 7015 0
2023-09-26 15:13:34.544 7015 0
2023-09-26 15:13:34.576 7015 0
2023-09-26 15:13:34.608 7015 0
2023-09-26 15:13:34.640 7015 0
2023-09-26 15:13:34.673 7015 0
2023-09-26 15:13:34.704 7015 0
2023-09-26 15:13:34.736 7016 0
2023-09-26 15:13:34.768 7015 0
2023-09-26 15:13:34.799 7015 0
2023-09-26 15:13:34.831 7015 0
2023-09-26 15:13:34.863 7015 0
2023-09-26 15:13:34.895 7015 0
2023-09-26 15:13:34.927 7015 0
2023-09-26 15:13:34.960 7015 0
2023-09-26 15:13:34.991 7015 0
2023-09-26 15:13:35.023 7015 0
2023-09-26 15:13:35.055 7015 0
2023-09-26 15:13:35.087 7015 0
2023-09-26 15:13:35.119 7015 0
2023-09-26 15:13:35.151 7015 0
2023-09-26 15:13:35.183 7015 0
2023-09-26 15:13:35.215 7015 0
2023-09-26 15:13:35.246 7015 0
2023-09-26 15:13:35.278 7015 0
2023-09-26 15:13:35.310 7015 0
2023-09-26 15:13:35.343 7015 0
2023-09-26 15:13:35.374 7015 0
2023-09-26 15:13:35.407 7015 0
2023-09-26 15:13:35.438 7016 0
2023-09-26 15:13:35.470 7015 0
2023-09-26 15:13:35.503 7016 0
2023-09-26 15:13:35.535 7015 0
2023-09-26 15:13:35.566 7015 0
2023-09-26 15:13:35.598 7015 0
2023-09-26 15:13:35.630 7015 0
2023-09-26 15:13:35.662 7015 0
2023-09-26 15:13:35.694 7016 0
2023-09-26 15:13:35.726 7015 0
2023-09-26 15:13:35.759 7015 0
2023-09-26 15:13:35.790 7015 0
2023-09-26 15:13:35.822 7015 0
2023-09-26 15:13:35.854 7015 0
2023-09-26 15:13:35.886 7015 0
2023-09-26 15:13:35.918 7015 0
2023-09-26 15:13:35.950 7015 0
2023-09-26 15:13:35.982 7015 0
